date,cl=f_close,cl=f_high,cl=f_low,cl=f_open,cl=f_volume,gc=f_close,gc=f_high,gc=f_low,gc=f_open,gc=f_volume,ng=f_close,ng=f_high,ng=f_low,ng=f_open,ng=f_volume,si=f_close,si=f_high,si=f_low,si=f_open,si=f_volume
2020-12-31,0.016225014746105992,0.0,0.010742901898374572,0.01755016099099016,0.2150111237031475,0.12506370029721703,0.1285430278247168,0.1285066040986171,0.12835861174633734,0.06327852516193323,0.17482770323486094,0.15894153198579963,0.17802815085246387,0.16325051578073235,0.3773177918203213,0.3632865958864681,0.36436830380486895,0.3727818540644319,0.3723624315925114,0.07792207792207792
2021-01-04,0.0,0.02245778097550164,0.0,0.018454866099433774,0.9053997263389771,0.14898247581199417,0.14879545661590393,0.13753354574237558,0.13541228059392482,0.07673143996013951,0.18244468799401645,0.18021447364107693,0.20375586476092994,0.19825864917127808,0.44132090506458127,0.4026726238926375,0.395086695369821,0.41216136572320444,0.40355811664435126,0.11255411255411256
2021-01-05,0.041644158668031714,0.029105264954251735,0.0010925232208937616,0.0,0.9053997263389771,0.1526908148556732,0.15230957126773975,0.15100456540240847,0.14910201082074653,0.05630293971101146,0.20438879557241935,0.19093741347172222,0.20845071809881224,0.193361143212111,0.5208235272316216,0.4145463053454449,0.4069363540946094,0.4240330826968008,0.4154322890842918,0.008658008658008658
2021-01-06,0.05426360694050743,0.042400232911751795,0.04187908437260453,0.04414688993124918,0.8672385531418237,0.13146060778146873,0.1556387770774898,0.13258032344393555,0.15388183759295407,0.16492277030393623,0.20692781931798365,0.19750951128107105,0.2112675942827899,0.20950480119575152,0.5017808498415581,0.3898059311591614,0.40090828220820246,0.39929680176086735,0.4093917467596577,0.10822510822510822
2021-01-07,0.057869173414137706,0.04850875207851684,0.05844863786408064,0.056992901847157,0.5882536881499201,0.13396374795290472,0.14028756147118351,0.13744098432903626,0.140238501901751,0.060787244643746886,0.20928545642822777,0.1949152762523831,0.22197184914753607,0.2156720277186572,0.46764635027704166,0.3991974000527912,0.3916185025723217,0.4086867168528833,0.4000827491009538,0.006493506493506494
2021-01-08,0.08328831733606343,0.07491912443713337,0.06609616149200512,0.06423012859884797,0.8474230253684166,0.09771469985008423,0.1316409846948987,0.10137949846067194,0.1334632569156607,0.029895366218236172,0.20402610877931637,0.1905914962250734,0.2150234590437199,0.20714673636406172,0.5167540722346793,0.29088578358051426,0.3142031472668373,0.3003930203424754,0.2917666538484211,0.006493506493506494
2021-01-11,0.08346856471303772,0.07402082690525502,0.07865986596603669,0.0940836026754369,0.6391020572377764,0.10489960674721233,0.10463768986316849,0.0978613171217876,0.09564247679749227,0.009965122072745391,0.21254985375999794,0.20460050557770426,0.20807511371334347,0.19354251950789847,0.6224487148601819,0.3180671000701121,0.3222543316184522,0.3063082076666029,0.33057508257746326,0.023809523809523808
2021-01-12,0.10077520126191045,0.087495495490556,0.08903859345744668,0.0868463759237458,0.6498134763115911,0.10179389543203655,0.10930776699544241,0.10383299751095691,0.1060837964620173,0.08769307424015944,0.21363800061684426,0.21982012220705016,0.23230045485337367,0.22873207244084487,0.7120804996015788,0.32406604345686907,0.31668041658634083,0.322026891131298,0.3148530690517812,0.19480519480519481
2021-01-13,0.09536688593669528,0.09611927516086362,0.09832486718712882,0.10729148283086011,0.708963294767179,0.10675377626905184,0.10879915479274564,0.11040644010443042,0.1102603243278273,0.09417040358744394,0.20892272639635612,0.2071947406063923,0.23042252247290868,0.21839288838853516,0.5927691195819358,0.3296926076133758,0.32328652060566426,0.3383661039639558,0.331609406882443,0.45670995670995673
2021-01-14,0.10726520716035284,0.09288534921753469,0.0921340411870627,0.09878775175051949,0.6296713080160372,0.1052241203643923,0.10514630206586525,0.10258307937807998,0.10037585238629643,0.07424015944195317,0.19785995767011022,0.20114145681508327,0.2214084649560526,0.21929985636069885,0.5698015306784278,0.3390426484298956,0.33158545551452107,0.3485419177253011,0.33992551002636434,0.14285714285714285
2021-01-15,0.0854516297120574,0.0943226800971069,0.08466863949220349,0.11615701313140676,0.1826936291156208,0.09548973037473486,0.09529753559862093,0.09716693699534464,0.09698825821714353,0.015445939212755356,0.21073629007817699,0.2026980225730693,0.21690139142418488,0.20660256423008613,0.5251450067638938,0.30093915478042527,0.32018987489305606,0.3104447282302282,0.32685145194842724,0.19047619047619047
2021-01-19,0.0966288238868968,0.08174630904368427,0.08339399433824447,0.08358963078741577,0.10361475538807484,0.10021784002152032,0.10153973299298667,0.08651977505655259,0.08427303982945392,0.0064773293472845045,0.1760971934882587,0.180733328893739,0.1956807510475865,0.2029747788346577,0.7487018883308934,0.31972193474643845,0.3123038313292786,0.31416758884773416,0.3055440713930771,0.008658008658008658
2021-01-20,0.10131608093375431,0.0936040146573208,0.10688272264371587,0.10403473769453006,0.6500146390721816,0.11245537018261374,0.11249823473014757,0.10614759793243345,0.10552694873902314,0.007972097658196313,0.17482770323486094,0.16240053951379843,0.18272300419034618,0.18338471175137622,0.46007449548764895,0.3385461427895615,0.3310899544000373,0.33485011276829313,0.3266445397390996,0.3268398268398268
2021-01-21,0.09933301593473463,0.0867768300507699,0.10142024545757893,0.10041612431868452,0.5546037392372943,0.11217725607129046,0.1131455850078891,0.11582263899596522,0.11364797514476482,0.0029895366218236174,0.16612257161885907,0.15963336647909723,0.18347416818784423,0.181208066462087,0.33733113429572115,0.3421869211166011,0.3347233667363455,0.3516856701977536,0.3430699127315008,0.0
2021-01-22,0.0838291282374468,0.08228527385566957,0.0775673427451428,0.10349190082560195,0.7240724106269706,0.10772720395106504,0.10745822702674146,0.10998980072680488,0.10882175383693855,0.003986048829098156,0.15796155667004924,0.1515046616771399,0.1752112746684862,0.17395249567123022,0.20210514611863684,0.32985808318994614,0.32308011430861056,0.33935887205512855,0.33074056499659366,0.021645021645021644
2021-01-25,0.09284301003629224,0.07851238310035535,0.08448651755913823,0.08666540729433332,0.5479892686638211,0.10735640399755508,0.11161969195631861,0.10957321785797858,0.11336949463548311,0.012954658694569009,0.18625315875420986,0.1713939755804443,0.19211266609267114,0.1830219591598013,0.12484850731056464,0.32700341248989434,0.31957057725092314,0.33650467365520265,0.32788577625340687,0.010822510822510822
