Price,Close,High,Low,Open,Volume
Ticker,^BSESN,^BSESN,^BSESN,^BSESN,^BSESN
Date,,,,,
2021-03-10,51279.51171875,51430.4296875,51048.9296875,51404.6796875,9300
2021-03-12,50792.078125,51821.83984375,50538.4296875,51660.98046875,12200
2021-03-15,50395.078125,50834.78125,49799.0703125,50773.46875,17600
2021-03-16,50363.9609375,50857.98046875,50289.44140625,50608.421875,100
2021-03-17,49801.62109375,50561.12109375,49718.6484375,50436.01953125,100
2021-03-18,49216.51953125,50296.3515625,48962.359375,50161.25,12600
2021-03-19,49858.23828125,50003.578125,48586.9296875,48881.19140625,17500
2021-03-22,49771.2890625,49878.76953125,49281.01953125,49878.76953125,11600
2021-03-23,50051.44140625,50264.6484375,49661.921875,49876.2109375,13400
2021-03-24,49180.30859375,49854.578125,49120.33984375,49786.46875,9200
2021-03-25,48440.12109375,49247.94921875,48236.3515625,49201.98046875,14300
2021-03-26,49008.5,49234.66015625,48699.91015625,48969.25,10600
2021-03-30,50136.578125,50268.44921875,49331.6796875,49331.6796875,10500
2021-03-31,49509.1484375,50050.3203125,49442.5,50049.12109375,11900
2021-04-01,50029.828125,50092.48046875,49478.53125,49868.53125,8500
2021-04-05,49159.3203125,50028.671875,48580.80078125,50020.91015625,12700
2021-04-06,49201.390625,49582.26171875,48936.3515625,49441.12890625,9600
2021-04-07,49661.76171875,49900.12890625,49093.8984375,49277.08984375,9800
2021-04-08,49746.2109375,50118.078125,49581.609375,49885.26171875,21800
2021-04-09,49591.3203125,49906.91015625,49461.01171875,49743.390625,8900
2021-04-12,47883.37890625,48956.6484375,47693.44140625,48956.6484375,19100
2021-04-13,48544.05859375,48627.4296875,47775.3203125,47991.53125,10000
2021-04-15,48803.6796875,48887.8515625,48010.55078125,48512.76953125,16100
2021-04-16,48832.03125,49089.55078125,48694.48828125,48935.73828125,11900
2021-04-19,47949.421875,48020.7890625,47362.7109375,47940.80859375,10500
2021-04-20,47705.80078125,48478.33984375,47438.5,48473.0390625,11600
2021-04-22,48080.671875,48143.16015625,47204.5,47501.7109375,15800
2021-04-23,47878.44921875,48265.390625,47669.55078125,47863.80859375,11200
2021-04-26,48386.51171875,48667.98046875,48152.23828125,48197.37109375,15200
2021-04-27,48944.140625,49009.26171875,48399.53125,48424.078125,10100
2021-04-28,49733.83984375,49801.48046875,49066.640625,49066.640625,14300
2021-04-29,49765.94140625,50375.76953125,49535.98046875,50093.859375,13200
2021-04-30,48782.359375,49569.421875,48698.078125,49360.890625,19400
2021-05-03,48718.51953125,48863.23046875,48028.0703125,48356.01171875,14700
2021-05-04,48253.51171875,48996.53125,48149.44921875,48881.62890625,13200
2021-05-05,48677.55078125,48742.71875,48254.3203125,48569.12109375,12700
2021-05-06,48949.76171875,49011.30859375,48614.109375,48877.78125,9500
2021-05-10,49502.41015625,49617.46875,49412.05078125,49496.05078125,12200
2021-05-11,49161.80859375,49304.46875,48988.1796875,49066.44921875,15000
2021-05-12,48690.80078125,49171.28125,48550.71875,49171.28125,17400
2021-05-14,48732.55078125,48898.9296875,48473.4296875,48898.9296875,18200
2021-05-17,49580.73046875,49628.421875,48923.12890625,48990.69921875,20600
2021-05-18,50193.328125,50313.25,49959.19921875,49986.6796875,14400
2021-05-19,49902.640625,50279.01171875,49831.3984375,50088.80859375,13300
2021-05-20,49564.859375,50099.171875,49496.78125,49971.51953125,8300
2021-05-21,50540.48046875,50591.12109375,49832.71875,49833.98046875,18100
2021-05-24,50651.8984375,50857.58984375,50465.8984375,50727.28125,16800
2021-05-25,50637.53125,50961.3515625,50474.33984375,50922.3203125,10800
2021-05-26,51017.51953125,51072.609375,50620.44921875,50899.578125,9400
2021-05-27,51115.21875,51282.8984375,50891.66015625,51128.80078125,12300
2021-05-28,51422.87890625,51529.3203125,51258.69140625,51381.26953125,15200
2021-05-31,51937.44140625,52013.21875,51179.94140625,51476.21875,15300
2021-06-01,51934.87890625,52228.6484375,51808.87890625,52067.51171875,13400
2021-06-02,51849.48046875,51913.921875,51450.578125,51749.1015625,13500
2021-06-03,52232.4296875,52273.23046875,51942.19921875,52121.578125,15000
2021-06-04,52100.05078125,52389.01953125,51952.69921875,52367.51953125,16700
2021-06-07,52328.51171875,52378.69140625,52054.76171875,52231.37890625,19800
2021-06-08,52275.5703125,52432.4296875,52135.0390625,52428.71875,12300
2021-06-09,51941.640625,52446.921875,51717.0703125,52401.41015625,15200
2021-06-10,52300.46875,52346.3515625,51957.921875,52143.8984375,8600
2021-06-11,52474.76171875,52641.53125,52388.94921875,52477.19140625,8500
2021-06-14,52551.53125,52590.921875,51936.30859375,52492.33984375,9900
