Price,Close,High,Low,Open,Volume
Ticker,^BSESN,^BSESN,^BSESN,^BSESN,^BSESN
Date,,,,,
2021-06-15,52773.05078125,52869.51171875,52671.2890625,52751.828125,16300
2021-06-16,52501.98046875,52816.30859375,52425.5703125,52782.2109375,12900
2021-06-17,52323.328125,52523.87890625,52040.51171875,52122.25,8900
2021-06-18,52344.44921875,52586.41015625,51601.109375,52568.0703125,11800
2021-06-21,52574.4609375,52629.1796875,51740.19140625,51887.55078125,12500
2021-06-22,52588.7109375,53057.109375,52520.55078125,52885.0390625,7700
2021-06-23,52306.078125,52912.3515625,52264.12109375,52912.3515625,13600
2021-06-24,52699.0,52830.6796875,52385.05078125,52514.5703125,7900
2021-06-25,52925.0390625,52973.0703125,52614.48828125,52877.16015625,10700
2021-06-28,52735.58984375,53126.73046875,52673.5,53126.73046875,6200
2021-06-29,52549.66015625,52816.421875,52477.76953125,52795.76171875,9200
2021-06-30,52482.7109375,52875.921875,52448.640625,52651.08984375,9500
2021-07-01,52318.6015625,52638.5,52281.01171875,52638.5,5800
2021-07-02,52484.671875,52527.8984375,52177.6796875,52434.55078125,6400
2021-07-05,52880.0,52919.171875,52604.3515625,52682.890625,7600
2021-07-06,52861.1796875,53129.37109375,52804.1796875,52874.8515625,7000
2021-07-07,53054.76171875,53105.41015625,52751.76171875,52919.7109375,8000
2021-07-08,52568.94140625,53103.03125,52428.83984375,53065.69140625,6400
2021-07-09,52386.19140625,52555.73046875,52228.01171875,52508.23828125,6400
2021-07-12,52372.69140625,52700.51171875,52208.9609375,52634.328125,24900
2021-07-13,52769.73046875,52806.859375,52545.6796875,52694.890625,7900
2021-07-14,52904.05078125,52978.578125,52611.96875,52801.44140625,9300
2021-07-15,53158.8515625,53266.12109375,52948.4296875,52968.890625,8100
2021-07-16,53140.05859375,53290.80859375,52997.08984375,53244.3984375,6700
2021-07-19,52553.3984375,52821.171875,52405.890625,52606.98828125,23800
2021-07-20,52198.51171875,52465.03125,52013.51171875,52432.87890625,8000
2021-07-22,52837.2109375,52867.26171875,52471.23046875,52494.55859375,8300
2021-07-23,52975.80078125,53114.69921875,52653.76953125,52967.87109375,12100
2021-07-26,52852.26953125,53103.421875,52783.62890625,52985.26171875,20900
2021-07-27,52578.76171875,53024.69921875,52433.1796875,52995.71875,6300
2021-07-28,52443.7109375,52673.69140625,51802.73046875,52673.69140625,8000
2021-07-29,52653.0703125,52777.1796875,52561.390625,52693.53125,8800
2021-07-30,52586.83984375,52910.23046875,52533.91015625,52792.359375,9900
2021-08-02,52950.62890625,52986.76953125,52804.078125,52901.28125,7900
2021-08-03,53823.359375,53887.98046875,53088.3515625,53125.96875,8100
2021-08-04,54369.76953125,54465.91015625,54034.30859375,54071.21875,14600
2021-08-05,54492.83984375,54717.23828125,54230.890625,54576.640625,15300
2021-08-06,54277.71875,54633.578125,54210.328125,54492.171875,7200
2021-08-09,54402.8515625,54584.73046875,54124.26953125,54385.7109375,11500
2021-08-10,54554.66015625,54779.66015625,54308.76953125,54461.30859375,8700
2021-08-11,54525.9296875,54758.73828125,54167.19921875,54730.6484375,6500
2021-08-12,54843.98046875,54874.1015625,54536.6484375,54641.21875,9300
2021-08-13,55437.2890625,55487.7890625,54905.48828125,54911.94921875,14100
2021-08-16,55582.578125,55680.75,55281.01953125,55479.73828125,6000
2021-08-17,55792.26953125,55854.87890625,55386.48828125,55565.640625,6800
2021-08-18,55629.48828125,56118.5703125,55514.890625,56073.30859375,16100
2021-08-20,55329.3203125,55543.16015625,55013.98046875,55159.12890625,6800
2021-08-23,55555.7890625,55781.171875,55240.2890625,55695.83984375,7500
2021-08-24,55958.98046875,56023.21875,55536.83984375,55647.109375,7600
2021-08-25,55944.2109375,56198.12890625,55899.9609375,56067.05859375,5400
2021-08-26,55949.1015625,56112.390625,55854.0703125,55988.41015625,8300
2021-08-27,56124.71875,56188.23046875,55675.87109375,55862.9296875,6000
2021-08-30,56889.76171875,56958.26953125,56309.859375,56329.25,6600
2021-08-31,57552.390625,57625.26171875,56859.1015625,56995.1484375,11200
2021-09-01,57338.2109375,57918.7109375,57263.8984375,57763.53125,7300
2021-09-02,57852.5390625,57892.37109375,57287.7890625,57423.6484375,5100
2021-09-03,58129.94921875,58194.7890625,57764.0703125,57983.44921875,6100
2021-09-06,58296.91015625,58515.8515625,58200.2890625,58411.62109375,5600
2021-09-07,58279.48046875,58553.0703125,58005.0703125,58418.69140625,7400
2021-09-08,58250.26171875,58372.94140625,57924.48046875,58350.55859375,5300
2021-09-09,58305.0703125,58334.58984375,58084.98828125,58172.98046875,5300
2021-09-13,58177.76171875,58314.640625,57944.62890625,58262.109375,5600
2021-09-14,58247.08984375,58482.62109375,58214.2890625,58482.62109375,6700
2021-09-15,58723.19921875,58777.05859375,58272.8203125,58354.109375,9600
2021-09-16,59141.16015625,59204.2890625,58700.5,58881.0390625,24700
2021-09-17,59015.890625,59737.3203125,58871.73046875,59409.98046875,13100
2021-09-20,58490.9296875,59202.55859375,58389.69140625,58634.69140625,17400
2021-09-21,59005.26953125,59084.51171875,58232.5390625,58630.05859375,9500
2021-09-22,58927.328125,59178.44140625,58878.37890625,59166.1484375,19200
2021-09-23,59885.359375,59957.25,59243.1484375,59358.1796875,44600
2021-09-24,60048.46875,60333.0,59946.55078125,60158.76171875,10900
2021-09-27,60077.87890625,60412.3203125,59887.19140625,60303.7890625,6200
2021-09-28,59667.6015625,60288.44140625,59045.53125,60285.890625,21100
2021-09-29,59413.26953125,59678.66015625,59111.41015625,59296.5390625,16100
2021-09-30,59126.359375,59557.23828125,59019.28125,59549.5703125,8900
2021-10-01,58765.578125,58890.078125,58551.140625,58889.76953125,10200
2021-10-04,59299.3203125,59548.8203125,58952.109375,59143.0,10000
2021-10-05,59744.87890625,59778.87109375,59127.0390625,59320.140625,12900
2021-10-06,59189.73046875,59963.5703125,59079.859375,59942.0,7000
2021-10-07,59677.828125,59914.91015625,59597.05859375,59632.80859375,5700
2021-10-08,60059.05859375,60212.30078125,59830.9296875,59960.390625,5700
2021-10-11,60135.78125,60476.12890625,59811.421875,60099.6796875,42500
2021-10-12,60284.30859375,60331.73828125,59885.390625,60045.75,6500
2021-10-13,60737.05078125,60836.62890625,60452.2890625,60619.91015625,8500
2021-10-14,61305.94921875,61353.25,60978.0390625,61088.8203125,12600
2021-10-18,61765.58984375,61963.0703125,61624.6484375,61817.3203125,11800
2021-10-19,61716.05078125,62245.4296875,61594.2890625,62156.48046875,8600
2021-10-20,61259.9609375,61880.359375,61109.2890625,61800.0703125,48400
2021-10-21,60923.5,61621.19921875,60485.6484375,61557.94140625,7300
2021-10-22,60821.62109375,61420.12890625,60551.1484375,61044.5390625,9400
2021-10-25,60967.05078125,61404.98828125,60449.6796875,61398.75,10500
2021-10-26,61350.26171875,61497.7109375,60791.2890625,60997.8984375,6700
2021-10-27,61143.328125,61576.8515625,60989.390625,61499.69921875,8900
2021-10-28,59984.69921875,61081.0,59777.578125,61081.0,8600
2021-10-29,59306.9296875,60132.80859375,59089.37109375,59857.328125,9000
2021-11-01,60138.4609375,60220.2109375,59355.12109375,59577.48046875,7200
2021-11-02,60029.05859375,60421.140625,59881.75,60360.609375,6000
2021-11-03,59771.921875,60361.8203125,59552.48828125,60275.2109375,8500
2021-11-04,60067.62109375,60207.96875,60011.4609375,60207.96875,1800
2021-11-08,60545.609375,60609.16015625,59779.19140625,60385.76171875,7500
2021-11-09,60433.44921875,60670.46875,60213.640625,60609.71875,6200
2021-11-10,60352.8203125,60506.5,59967.44921875,60295.26171875,7500
2021-11-11,59919.69140625,60293.25,59656.26171875,60291.69921875,6200
2021-11-12,60686.69140625,60750.71875,59997.9609375,60248.0390625,6900
2021-11-15,60718.7109375,61036.55859375,60597.359375,60837.3984375,7100
2021-11-16,60322.37109375,60802.7890625,60199.55859375,60755.37890625,6300
2021-11-17,60008.328125,60426.609375,59944.76953125,60179.9296875,19900
2021-11-18,59636.01171875,60177.51953125,59376.5,59968.75,7800
2021-11-22,58465.890625,59778.37109375,58011.921875,59710.48046875,10600
2021-11-23,58664.328125,58834.94921875,57718.33984375,57983.94921875,12000
2021-11-24,58340.98828125,58968.12109375,58143.44140625,58839.3203125,8800
2021-11-25,58795.08984375,58901.578125,58143.859375,58363.9296875,6800
2021-11-26,57107.1484375,58254.7890625,56993.890625,58254.7890625,8400
2021-11-29,57260.578125,57626.51171875,56382.9296875,57028.0390625,8400
2021-11-30,57064.87109375,58183.76953125,56867.51171875,57272.078125,8100
2021-12-01,57684.7890625,57846.44921875,57346.78125,57365.8515625,11700
2021-12-02,58461.2890625,58513.9296875,57680.41015625,57781.48046875,8100
2021-12-03,57696.4609375,58757.08984375,57640.5703125,58555.578125,8500
2021-12-06,56747.140625,57781.4609375,56687.62109375,57778.01171875,7200
2021-12-07,57633.6484375,57905.62890625,56992.26953125,57125.98046875,10900
2021-12-08,58649.6796875,58702.6484375,58122.26953125,58158.55859375,13400
2021-12-09,58807.12890625,58889.9609375,58340.8515625,58831.41015625,7900
2021-12-10,58786.671875,58859.91015625,58414.76171875,58696.7109375,5600
2021-12-13,58283.421875,59203.37109375,58242.80078125,59103.71875,5900
2021-12-14,58117.08984375,58322.421875,57803.87109375,58059.76171875,6800
2021-12-15,57788.03125,58218.25,57671.609375,58122.0,7600
2021-12-16,57901.140625,58337.19921875,57683.109375,58243.4296875,5200
2021-12-17,57011.73828125,58062.28125,56950.98046875,58021.62890625,8600
2021-12-20,55822.01171875,56538.1484375,55132.6796875,56517.26171875,13300
2021-12-21,56319.01171875,56900.73828125,56047.21875,56320.01953125,7400
2021-12-22,56930.55859375,56989.01171875,56471.03125,56599.46875,6100
2021-12-23,57315.28125,57490.51953125,57146.28125,57251.1484375,6000
2021-12-24,57124.30859375,57623.69140625,56813.421875,57567.109375,6400
2021-12-27,57420.23828125,57512.01171875,56543.078125,56948.328125,5700
2021-12-28,57897.48046875,57952.48046875,57650.2890625,57751.2109375,5500
2021-12-29,57806.48828125,58097.0703125,57684.578125,57892.30859375,5300
2021-12-30,57794.3203125,58010.03125,57578.98828125,57755.3984375,7300
2021-12-31,58253.8203125,58409.30078125,57846.51953125,57849.76171875,7000
2022-01-03,59183.21875,59266.390625,58306.44921875,58310.08984375,8200
2022-01-04,59855.9296875,59937.328125,59084.3984375,59343.7890625,9100
2022-01-05,60223.1484375,60332.71875,59661.37890625,59921.98046875,8600
2022-01-06,59601.83984375,59781.859375,59290.578125,59731.75,6000
2022-01-07,59744.6484375,60130.1796875,59401.44140625,59776.1015625,8300
2022-01-10,60395.62890625,60427.359375,59987.1796875,60070.390625,7600
2022-01-11,60616.890625,60689.25,60281.51953125,60342.69921875,6500
2022-01-12,61150.0390625,61218.19140625,60850.9296875,61014.37109375,6200
2022-01-13,61235.30078125,61348.5703125,60949.80859375,61259.98828125,9300
2022-01-14,61223.03125,61324.58984375,60757.03125,61040.3203125,6900
2022-01-17,61308.91015625,61385.48046875,61107.6015625,61219.640625,7600
2022-01-18,60754.859375,61475.1484375,60662.5703125,61430.76953125,12500
2022-01-19,60098.8203125,60870.171875,59949.21875,60845.58984375,7000
2022-01-20,59464.62109375,60045.48046875,59068.30859375,60045.48046875,11800
2022-01-21,59037.1796875,59329.62890625,58620.9296875,59039.37109375,7600
2022-01-24,57491.51171875,59023.96875,56984.01171875,59023.96875,10800
2022-01-25,57858.1484375,57966.9296875,56409.62890625,57158.62890625,10400
2022-01-27,57276.94140625,57508.609375,56439.359375,57317.37890625,10300
2022-01-28,57200.23046875,58084.328125,57119.28125,57795.109375,13000
2022-01-31,58014.171875,58257.62890625,57746.1484375,57845.91015625,7400
2022-02-01,58862.5703125,59032.19921875,57737.66015625,58672.859375,14000
2022-02-02,59558.328125,59618.51171875,59193.05078125,59293.44140625,8500
2022-02-03,58788.01953125,59557.87109375,58653.94140625,59528.16015625,7100
2022-02-04,58644.8203125,58943.62109375,58446.94921875,58918.6484375,7300
2022-02-07,57621.19140625,58707.76171875,57299.05078125,58549.671875,11500
2022-02-08,57808.578125,57925.8203125,57058.76953125,57799.671875,8900
2022-02-09,58465.96875,58507.609375,58105.1796875,58163.01171875,5900
2022-02-10,58926.03125,59060.23828125,58332.28125,58810.53125,6700
2022-02-11,58152.921875,58447.1484375,57914.1015625,58447.1484375,5700
2022-02-14,56405.83984375,57191.91015625,56295.69921875,56720.3203125,8300
2022-02-15,58142.05078125,58211.37890625,56438.46875,56731.55859375,10000
2022-02-16,57996.6796875,58569.21875,57780.28125,58310.6796875,7300
2022-02-17,57892.01171875,58346.0,57635.4296875,58217.69140625,6400
2022-02-18,57832.96875,58175.3515625,57488.390625,57488.390625,9800
2022-02-21,57683.58984375,58141.9609375,57167.01953125,57551.6484375,6600
2022-02-22,57300.6796875,57505.8515625,56394.8515625,56438.640625,14100
2022-02-23,57232.05859375,57733.37109375,57109.23828125,57632.94140625,6200
2022-02-24,54529.91015625,55996.08984375,54383.19921875,55418.44921875,15600
2022-02-25,55858.51953125,56183.69921875,55299.28125,55321.71875,9900
2022-02-28,56247.28125,56324.5390625,54833.5,55329.4609375,7700
2022-03-02,55468.8984375,55755.08984375,55020.1015625,55629.30078125,12400
2022-03-03,55102.6796875,55996.62109375,54931.48046875,55921.44140625,9900
2022-03-04,54333.80859375,55013.26953125,53887.71875,54653.58984375,11000
2022-03-07,52842.75,53203.87109375,52367.1015625,53172.51171875,17100
2022-03-08,53424.08984375,53484.26171875,52260.8203125,52430.05859375,16300
2022-03-09,54647.328125,54893.73046875,53367.51953125,53793.98828125,14100
2022-03-10,55464.390625,56242.46875,54982.8203125,56242.46875,9800
2022-03-11,55550.30078125,55833.94921875,55049.94921875,55218.78125,9700
2022-03-14,56486.01953125,56545.828125,55556.46875,55614.3984375,9100
2022-03-15,55776.8515625,56720.6015625,55418.94921875,56663.87109375,8100
2022-03-16,56816.6484375,56860.890625,56389.26171875,56555.328125,6900
2022-03-17,57863.9296875,58095.83984375,57518.05859375,57620.28125,7200
2022-03-21,57292.48828125,58127.94921875,57229.078125,58030.41015625,6400
2022-03-22,57989.30078125,58052.87109375,56930.30078125,57297.5703125,7800
2022-03-23,57684.8203125,58416.55859375,57568.58984375,58198.640625,9100
2022-03-24,57595.6796875,57827.98828125,57138.51171875,57190.05078125,51400
2022-03-25,57362.19921875,57845.37109375,57100.23828125,57801.71875,6900
2022-03-28,57593.48828125,57638.33984375,56825.08984375,57472.71875,6300
2022-03-29,57943.6484375,58001.53125,57639.3515625,57814.76171875,12100
2022-03-30,58683.98828125,58727.78125,58176.0,58362.8515625,6300
2022-03-31,58568.51171875,58890.921875,58485.7890625,58779.7109375,4400
2022-04-01,59276.69140625,59396.62109375,58450.0390625,58530.73046875,6400
2022-04-04,60611.73828125,60845.1015625,59760.21875,59764.12890625,12600
2022-04-05,60176.5,60786.0703125,60067.1796875,60786.0703125,6800
2022-04-06,59610.41015625,59941.5703125,59509.83984375,59815.7109375,10600
2022-04-07,59034.94921875,59504.921875,58977.3515625,59402.609375,8300
2022-04-08,59447.1796875,59654.44140625,58876.359375,59256.96875,8400
2022-04-11,58964.5703125,59355.76171875,58894.3984375,59333.1796875,9000
2022-04-12,58576.37109375,58794.78125,58298.5703125,58743.5,7500
2022-04-13,58338.9296875,59003.8203125,58291.23046875,58910.73828125,6600
2022-04-18,57166.73828125,57420.80078125,56842.390625,57338.578125,13500
2022-04-19,56463.1484375,57464.078125,56009.0703125,57381.76953125,13500
2022-04-20,57037.5,57216.51171875,56521.328125,56741.4296875,7600
2022-04-21,57911.6796875,57991.53125,57311.859375,57458.6015625,8000
2022-04-22,57197.1484375,57689.859375,57134.71875,57531.94921875,7600
2022-04-25,56579.890625,56875.6484375,56356.87109375,56757.640625,7000
2022-04-26,57356.609375,57442.23828125,56904.51171875,57066.23828125,7300
2022-04-27,56819.390625,57079.03125,56584.0390625,56983.6796875,6600
2022-04-28,57521.05859375,57790.8515625,56936.94140625,57296.30859375,100
2022-04-29,57060.87109375,57975.48046875,56902.30078125,57817.51171875,9500
2022-05-02,56975.98828125,57054.23046875,56412.62109375,56429.44921875,7900
2022-05-04,55669.03125,57184.2109375,55501.6015625,57124.91015625,50700
2022-05-05,55702.23046875,56566.80078125,55613.8203125,56255.0703125,8200
2022-05-06,54835.578125,55070.12109375,54586.75,54928.2890625,8000
2022-05-09,54470.671875,54795.46875,53918.01953125,54188.2109375,9300
2022-05-10,54364.8515625,54857.01953125,54226.328125,54309.30859375,8000
2022-05-11,54088.390625,54598.55078125,53519.30078125,54544.91015625,7200
2022-05-12,52930.30859375,53632.55078125,52702.30078125,53608.3515625,6900
2022-05-13,52793.62109375,53785.7109375,52654.890625,53565.73828125,9300
2022-05-16,52973.83984375,53428.28125,52632.48046875,52946.3203125,4800
2022-05-17,54318.46875,54399.421875,53176.01953125,53285.19140625,7400
2022-05-18,54208.53125,54786.0,54130.890625,54554.890625,5800
2022-05-19,52792.23046875,53356.0390625,52669.51171875,53070.30078125,9100
2022-05-20,54326.390625,54396.4296875,53403.2890625,53513.96875,7600
2022-05-23,54288.609375,54931.30078125,54191.55078125,54459.94921875,7100
2022-05-24,54052.609375,54524.37109375,53886.28125,54307.55859375,5600
2022-05-25,53749.26171875,54379.58984375,53683.16015625,54254.0703125,6200
2022-05-26,54252.53125,54346.21875,53425.25,53950.83984375,7500
2022-05-27,54884.66015625,54936.62890625,54449.33984375,54671.5,7000
2022-05-30,55925.73828125,56082.6484375,55466.30078125,55507.75,5900
2022-05-31,55566.41015625,55925.62109375,55369.140625,55622.01171875,8300
2022-06-01,55381.171875,55791.48828125,55091.4296875,55588.26953125,7300
2022-06-02,55818.109375,55891.921875,55135.109375,55382.44140625,5900
2022-06-03,55769.23046875,56432.6484375,55719.359375,56245.6015625,5900
2022-06-06,55675.3203125,55832.28125,55295.73828125,55610.640625,4300
2022-06-07,55107.33984375,55387.76953125,54882.41015625,55373.1796875,3600
2022-06-08,54892.48828125,55423.96875,54683.30078125,55345.51171875,6000
2022-06-09,55320.28125,55366.83984375,54507.41015625,54514.171875,6000
2022-06-10,54303.44140625,54780.78125,54205.98828125,54760.25,4800
2022-06-13,52846.69921875,53207.5390625,52527.078125,53184.609375,7500
2022-06-14,52693.5703125,53095.3203125,52459.48046875,52495.94140625,6900
2022-06-15,52541.390625,52867.73046875,52493.359375,52650.41015625,5900
2022-06-16,51495.7890625,53142.5,51425.48046875,53018.91015625,9200
2022-06-17,51360.421875,51652.828125,50921.21875,51181.98828125,8300
2022-06-20,51597.83984375,51714.609375,51062.9296875,51470.03125,7000
2022-06-21,52532.0703125,52799.3984375,51808.76171875,51897.6015625,5100
2022-06-22,51822.53125,52272.8515625,51739.98046875,52186.359375,5800
2022-06-23,52265.71875,52516.7890625,51632.8515625,51972.75,5600
2022-06-24,52727.98046875,52909.87109375,52447.25,52654.23828125,5000
2022-06-27,53161.28125,53509.5,53120.7890625,53468.890625,5300
2022-06-28,53177.44921875,53301.3984375,52771.53125,52846.26171875,5500
2022-06-29,53026.96875,53244.83984375,52612.6796875,52623.1484375,5200
2022-06-30,53018.94140625,53377.5390625,52883.25,52897.16015625,5600
2022-07-01,52907.9296875,53053.0390625,52094.25,52863.33984375,7200
2022-07-04,53234.76953125,53301.98828125,52674.80859375,52851.671875,7000
2022-07-05,53134.3515625,53865.9296875,53054.30078125,53501.2109375,6800
2022-07-06,53750.96875,53819.30859375,53143.28125,53170.69921875,14800
2022-07-07,54178.4609375,54254.7890625,53927.26171875,54146.6796875,7500
2022-07-08,54481.83984375,54627.140625,54278.76953125,54574.4296875,7500
2022-07-11,54395.23046875,54527.8984375,54090.53125,54248.6015625,6100
2022-07-12,53886.609375,54236.48828125,53824.96875,54219.78125,6300
2022-07-13,53514.1484375,54211.21875,53455.26171875,54210.1015625,5700
2022-07-14,53416.1484375,53861.28125,53163.76953125,53688.62109375,4700
2022-07-15,53760.78125,53811.37109375,53361.62109375,53637.87890625,5600
2022-07-18,54521.1484375,54556.66015625,54034.96875,54069.30078125,63800
2022-07-19,54767.62109375,54817.51953125,54232.8203125,54251.87890625,6900
2022-07-20,55397.53125,55630.26171875,55298.23046875,55486.12109375,6800
2022-07-21,55681.94921875,55738.48828125,55270.75,55391.9296875,6700
2022-07-22,56072.23046875,56186.05078125,55685.44921875,55800.83984375,6500
2022-07-25,55766.21875,56018.08984375,55537.078125,55877.5,6100
2022-07-26,55268.48828125,55834.37890625,55203.4296875,55834.37890625,4900
2022-07-27,55816.3203125,55853.08984375,55157.98828125,55258.2890625,3800
2022-07-28,56857.7890625,56914.21875,56236.44921875,56267.55078125,13900
2022-07-29,57570.25,57619.26953125,57104.80859375,57258.12890625,16800
2022-08-01,58115.5,58170.671875,57540.359375,57823.1015625,72600
2022-08-02,58136.359375,58328.41015625,57744.69921875,58049.01953125,15500
2022-08-03,58350.53125,58415.62890625,57788.78125,58174.109375,7200
2022-08-04,58298.80078125,58712.66015625,57577.05078125,58571.28125,8900
2022-08-05,58387.9296875,58649.19140625,58244.859375,58421.0390625,9300
2022-08-08,58853.0703125,58934.8984375,58266.6484375,58417.7109375,9800
2022-08-10,58817.2890625,58984.3203125,58583.359375,58977.33984375,9800
2022-08-11,59332.6015625,59484.98828125,59251.140625,59320.44921875,10700
2022-08-12,59462.78125,59538.078125,59113.01171875,59235.98046875,14200
2022-08-16,59842.2109375,59923.03125,59673.9609375,59675.12109375,0
2022-08-17,60260.12890625,60323.25,59857.80078125,59938.05078125,9700
2022-08-18,60298.0,60341.41015625,59946.44140625,60080.19140625,10900
2022-08-19,59646.1484375,60411.19921875,59474.5703125,60351.23046875,11700
2022-08-22,58773.87109375,59402.5,58705.109375,59361.078125,10600
2022-08-23,59031.30078125,59199.109375,58172.48046875,58205.96875,13000
2022-08-24,59085.4296875,59170.87109375,58760.08984375,58853.3203125,11800
2022-08-25,58774.71875,59484.3515625,58666.41015625,59315.98046875,9700
2022-08-26,58833.87109375,59321.6484375,58722.69140625,59050.671875,9000
2022-08-29,57972.62109375,58208.30078125,57367.46875,57367.46875,14500
2022-08-30,59537.0703125,59599.78125,58245.48828125,58259.8515625,12800
2022-09-01,58766.58984375,59309.7890625,58522.5703125,58710.53125,19200
2022-09-02,58803.328125,59108.66015625,58558.640625,58969.01953125,10700
2022-09-05,59245.98046875,59308.25,58812.19921875,58814.078125,12900
2022-09-06,59196.98828125,59566.671875,58974.26171875,59285.359375,13800
2022-09-07,59028.91015625,59166.4609375,58722.890625,58789.26171875,9000
2022-09-08,59688.21875,59711.9609375,59315.7109375,59374.98828125,12100
2022-09-09,59793.140625,60119.80078125,59634.390625,60045.75,13100
2022-09-12,60115.12890625,60284.55078125,59912.2890625,59912.2890625,14300
2022-09-13,60571.078125,60635.28125,60381.01953125,60408.2890625,8500
2022-09-14,60346.96875,60649.0390625,59417.12109375,59417.12109375,19700
